0,1,2,3,4,5
Linear,Ridge,Lasso,ElasticNet,KNN,DecisionTree
0.12200403213500977,0.07767248153686523,2.4996044635772705,6.408826589584351,0.09368777275085449,0.3103451728820801
2.630601076510846e-22,24217.821015291604,8307.083167315472,204799.52477092153,0.0,27088.98778594771
21107859.180193335,23330993.968793415,33318519.692536224,2248840.5645027724,2491447.1953176563,2930661.793560606
93161016.37751244,74543053.97896104,28881710.275682706,25064391.81243027,1997494.423770386,3142642.9577205884
1.6219127832626653e-11,155.62076023234047,91.14320143222682,452.5478149001733,0.0,164.58732571479405
4594.329023937373,4830.216762091885,5772.219650406265,1499.6134716995484,1578.4318785800217,1711.9175779109828
9651.995460914413,8633.831940625265,5374.170659337374,5006.435040268701,1413.327429780653,1772.750111471041
1.2770442481269128e-11,120.18666814708249,70.73565328291838,360.47242820514,0.0,95.48785947712419
3677.1241615084914,3897.209410951686,4528.763578877324,1257.1250402284486,1276.3082677021116,1353.2954545454545
9041.057767119415,7987.243490571851,4180.5109878433195,4009.4451218939776,1105.81501926168,1508.610294117647
1.0,0.999438365782655,0.9998073508698347,0.9952505049593555,1.0,0.9993717807046215
-19.276621806308373,-21.412208506412473,-31.00642079257073,-1.1602801705203576,-1.3933328386636088,-1.8152509604567824
-105.78345180505663,-84.44308468800182,-32.10492776048568,-27.72942330598873,-1.289577312759346,-2.6021747707902976
