date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,rtk-ag,pcr,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4,checkins,unique_ind,unique_loc,cases_new_increase_tmr
2021-07-01,6988,5,5580,65454,2268,6165,647,176,0,809,379,4843,503,348,461,379,1935,1501,885,522,324,134,45,43219,54811,39694,12022,37776,493,1385,1878,379,1342,1721,7127,989,19635,1052,854,1906,1252,1500,788,1204,7,399,619,7,2,1319,0,183763,86646,0,0,270409,224,34,0,0,5,1,0,6148466,2429925,0,0,8578377,4750,617,0,0,166,104,0,27368,47641,0,0,134968,38983,0,0,21410,15,0,0,0,0,0,0,1,0,0,17,6,0,0,18908211,8101091,671387,0
2021-07-02,6982,3,6278,66085,2198,6190,590,202,0,744,413,5084,524,321,423,413,2070,1500,911,603,343,134,47,40860,55642,39776,12030,37876,432,1384,1816,354,1315,1669,7366,956,19314,1035,853,1888,1223,1502,779,1180,7,402,626,7,5,1314,0,170265,70768,0,0,241033,307,42,0,0,2,0,0,6318731,2500693,0,0,8819410,5057,659,0,0,168,104,0,28251,30141,0,0,119919,40607,0,0,22018,17,0,0,0,0,0,0,0,0,0,77,3,0,0,20441759,8380952,646740,0
2021-07-03,6658,11,5677,66959,1917,5883,590,185,0,793,408,4565,484,326,467,408,1856,1386,782,541,321,121,42,30817,55023,39776,12159,37868,445,1376,1821,416,1282,1698,7509,956,18626,1043,853,1896,1223,1502,779,1163,5,407,642,5,11,1381,0,144843,79443,0,0,224286,214,47,0,0,0,1,0,6463574,2580136,0,0,9043696,5271,706,0,0,168,105,0,25952,38863,0,0,100212,40541,0,0,18629,8,0,0,0,0,0,0,0,0,0,50,31,0,0,16488851,7105297,548689,0
2021-07-04,6045,20,5271,67670,1799,5293,591,161,0,825,383,4212,464,345,480,383,1664,1287,764,497,273,129,62,26064,42657,40090,12225,38160,386,1259,1645,297,1022,1319,7759,989,19011,1054,864,1918,1237,1515,794,1222,8,392,643,8,10,1401,0,135131,80891,0,0,216022,145,50,0,0,2,0,0,6598705,2661027,0,0,9259718,5416,756,0,0,170,105,0,27190,42679,0,0,88945,38158,0,0,18948,6,0,0,0,0,0,0,0,0,0,48,48,0,0,14881701,6633487,452691,1
2021-07-05,6387,26,4532,69448,1947,5552,623,212,0,741,352,4683,439,322,419,352,1862,1436,823,562,297,104,38,44941,41819,40090,12417,38157,391,1244,1635,297,1119,1416,7802,999,19280,1054,867,1921,1240,1514,791,1228,5,398,652,5,7,1410,0,206650,121573,0,0,328223,275,77,0,0,4,0,0,6805355,2782600,0,0,9587941,5691,833,0,0,174,105,0,34641,54156,0,0,150268,66681,0,0,21658,702,0,0,0,0,0,0,0,0,0,83,34,0,0,17892572,7705699,642683,1
2021-07-06,7654,11,4797,72202,2463,6700,736,218,0,937,400,4978,522,403,534,400,2049,1533,825,571,346,133,43,40048,52956,40090,12535,38157,455,1417,1872,318,1162,1480,7971,1010,19444,1054,867,1921,1240,1514,791,1266,7,376,654,7,14,1380,0,217165,139385,0,0,356550,242,84,0,0,4,1,0,7022520,2921985,0,0,9944491,5933,917,0,0,178,106,0,38359,57558,0,0,156988,81692,0,0,21800,22,0,0,0,0,0,0,0,0,0,18,113,0,0,18095935,7780087,652396,0
2021-07-07,7097,26,4863,74345,2106,6155,728,214,0,822,456,5029,479,314,508,456,2001,1504,962,562,309,132,38,42534,59879,40090,12570,38148,433,1406,1839,356,1179,1535,8123,953,19391,1065,865,1930,1268,1508,816,1288,7,361,701,7,45,1450,0,218932,176703,0,0,395635,261,139,0,0,1,1,0,7241452,3098688,0,0,10340126,6194,1056,0,0,179,107,0,39867,63163,0,0,157468,109006,0,0,21565,4391,0,0,0,0,0,0,0,0,0,32,143,0,0,18400422,7865994,661277,1
2021-07-08,8868,10,5802,77276,2704,7544,1030,294,0,870,493,6533,682,367,503,493,2659,2012,1117,745,456,161,65,46348,60158,40090,12671,38148,459,1424,1883,390,1385,1775,8171,986,19248,1065,865,1930,1268,1508,816,1289,5,359,711,5,14,1449,6,230116,160734,0,0,390850,259,152,0,0,0,1,0,7471568,3259422,0,0,10730976,6453,1208,0,0,179,108,0,40567,58884,0,0,167877,98407,0,0,21626,3364,0,0,0,0,0,0,0,0,0,46,79,0,0,18258832,7861018,665133,1
2021-07-09,9180,7,5713,80666,2343,7875,1016,289,0,1078,517,6471,637,420,658,517,2533,2062,1152,724,439,156,42,50294,64077,40090,12746,38142,418,1467,1885,274,1189,1463,8375,970,18839,1071,865,1936,1274,1508,816,1311,12,370,720,12,8,1432,0,220825,129741,0,0,350566,385,104,0,0,0,3,0,7692393,3389163,0,0,11081542,6838,1312,0,0,179,111,0,43486,40921,0,0,155383,85227,0,0,21940,3448,0,0,0,0,0,0,0,0,0,16,145,0,0,18042905,7734690,623039,1
2021-07-10,9353,11,5910,84022,3016,7915,1101,337,0,910,485,6453,651,352,558,485,2656,1934,1114,749,437,164,50,46869,55962,40090,12863,38146,500,1442,1942,335,1299,1634,8379,1018,18051,1044,888,1932,1280,1505,828,1310,9,398,711,10,11,1424,0,219838,116870,0,0,336708,420,132,0,0,3,5,0,7912231,3506033,0,0,11418250,7258,1444,0,0,182,116,0,51628,49693,0,0,149724,63630,0,0,18473,3518,0,0,0,0,0,0,0,0,0,13,29,0,0,16655703,7274107,565680,0
2021-07-11,9105,18,5194,87843,2199,7556,1209,340,0,1136,556,6492,661,452,684,556,2461,2052,1223,756,441,172,48,39886,55263,40090,13000,38146,361,1579,1940,303,1120,1423,8709,936,17622,1044,888,1932,1280,1509,828,1332,15,397,720,21,0,1421,0,194841,103497,0,0,298338,321,84,0,0,2,2,0,8107072,3609530,0,0,11716588,7579,1528,0,0,184,118,0,50732,37545,0,0,125720,62474,0,0,18384,3445,0,0,0,0,0,0,0,0,0,5,33,0,0,14585281,6612889,457725,0
2021-07-12,8574,40,5041,91273,1843,7153,1098,323,0,1148,580,5993,649,481,667,580,2427,1833,1043,690,458,135,56,63357,55320,40209,13026,38242,390,1438,1828,313,1151,1464,8857,1029,17980,1061,894,1955,1296,1526,830,1391,14,357,739,14,8,1383,0,272047,163157,0,0,435204,436,197,0,0,2,4,0,8379119,3772687,0,0,12151792,8015,1725,0,0,186,122,0,74459,46060,0,0,176370,113615,0,0,21115,3434,0,0,0,0,0,0,0,0,0,103,48,0,0,18070731,7824609,653136,1
2021-07-13,11079,27,5990,96237,2700,9140,1475,464,0,1502,708,7622,759,624,878,708,2944,2390,1390,898,521,178,60,71658,66706,40209,13095,38215,467,1521,1988,305,1260,1565,8975,957,18441,1084,898,1982,1315,1527,837,1416,20,384,780,20,6,1453,11,268448,171540,0,0,439988,500,265,0,0,5,1,0,8647567,3944227,0,0,12591780,8515,1990,0,0,191,123,0,70384,46580,0,0,179381,121380,0,0,18615,3525,0,0,0,0,0,0,0,0,0,68,55,0,0,17743210,7769519,657890,1
2021-07-14,11618,26,6377,101360,2304,9324,1772,522,0,1620,699,8196,782,755,865,699,3107,2559,1539,991,541,178,63,71575,70069,40209,13082,38204,294,1761,2055,241,1176,1417,9320,918,18499,1089,904,1993,1315,1527,842,1253,6,415,698,15,314,1397,0,295432,164208,0,0,459640,628,209,0,0,5,1,0,8942999,4108435,0,0,13051420,9143,2199,0,0,196,124,0,82070,40033,0,0,192214,120769,0,0,21055,3356,0,0,0,0,0,0,0,0,0,93,50,0,0,19039637,8089914,675406,1
2021-07-15,13215,13,6095,108370,2828,10827,1876,512,0,1743,907,9270,796,748,995,907,3711,2762,1677,1120,542,187,67,77701,74255,40209,13077,38206,438,1626,2064,319,1232,1551,9606,979,17590,1071,920,1991,1334,1534,832,1206,0,348,716,0,360,1462,0,317950,161424,0,0,479374,590,171,0,0,4,1,0,9260949,4269859,0,0,13530794,9733,2370,0,0,200,125,0,101684,36309,0,0,192734,125064,0,0,23407,32,0,0,0,0,0,0,0,0,0,125,19,0,0,19074986,8097781,676956,0
2021-07-16,12541,16,6742,114054,2785,10133,1869,539,0,1467,715,9043,801,627,840,715,3689,2757,1588,1009,559,187,55,68659,75090,40431,13663,38413,491,1489,1980,339,1096,1435,10000,1140,17315,1059,947,2006,1353,1534,832,1270,0,430,709,0,311,1382,2,284002,134328,0,0,418330,728,156,0,0,4,1,0,9544952,4404187,0,0,13949124,10461,2526,0,0,204,126,0,95937,32111,0,0,165270,102129,0,0,22620,65,0,0,0,0,0,0,1,0,0,175,22,0,0,18992596,8005078,642944,0
2021-07-17,12528,19,6629,119815,3206,10128,1917,483,0,1567,818,8698,818,674,893,818,3465,2670,1519,1044,540,195,83,59602,75689,40431,13739,38403,423,1768,2191,284,1239,1523,10080,1128,16902,1041,975,2016,1363,1540,832,1312,58,455,729,8,336,1429,14,264820,132945,0,0,397765,988,233,0,0,7,0,0,9809772,4537132,0,0,14346889,11449,2759,0,0,211,126,0,97060,35303,0,0,148790,88020,0,0,18630,9443,0,0,0,0,0,0,0,0,0,340,179,0,0,18974196,7887380,604215,0
2021-07-18,10710,12,5778,124594,2164,8630,1626,454,0,1367,639,7633,691,559,808,639,3047,2296,1403,887,483,157,51,50242,59769,40431,13913,38403,383,1719,2102,288,1313,1601,10378,1242,16949,1041,975,2016,1368,1540,832,1317,61,462,734,5,376,1423,11,252620,104252,0,0,356872,714,147,0,0,1,0,0,10062392,4641384,0,0,14703761,12163,2906,0,0,212,126,0,98543,24927,0,0,134554,69636,0,0,19266,9625,0,0,0,0,0,0,0,0,0,257,64,0,0,17259037,7393890,489732,1
2021-07-19,10972,48,6439,128998,2480,8626,1854,492,0,1417,700,7999,709,622,795,700,3169,2390,1492,948,465,172,72,73269,60676,40419,13989,38403,334,1620,1954,286,1096,1382,11375,1189,17467,1027,977,2004,1354,1540,836,1330,62,472,737,3,342,1450,13,288969,154686,0,0,443655,555,227,0,0,7,4,0,10351361,4796070,0,0,15147416,12718,3133,0,0,219,130,0,129768,39138,0,0,137610,105177,0,0,21503,10193,0,0,0,1,0,0,0,0,0,88,177,0,0,20975355,8548480,655999,1
2021-07-20,12366,8,7567,133704,2650,9648,2177,541,0,1564,802,8856,846,670,894,802,3458,2776,1564,1058,579,193,74,35951,60679,39959,14055,37943,406,1658,2064,486,1511,1997,10997,1066,16825,1027,977,2004,1354,1540,836,1339,59,428,733,4,330,1309,15,208644,103553,0,0,312197,278,123,0,0,6,2,0,10560005,4899623,0,0,15459613,12996,3256,0,0,225,132,0,71660,11723,0,0,118129,81600,0,0,18809,10206,0,0,0,0,0,0,0,0,0,46,24,0,0,12336422,5678794,366291,0
2021-07-21,11985,7,7902,137588,2149,9156,2247,582,0,1821,875,8059,910,743,1078,875,3168,2356,1438,1097,602,224,84,75243,62050,38961,14079,36903,344,1737,2081,279,1298,1577,11255,1061,17839,1045,1001,2046,1415,1595,831,1332,0,407,742,1,335,1419,2,289267,170709,0,0,459976,732,202,0,0,10,17,0,10849272,5070332,0,0,15919589,13728,3458,0,0,235,149,0,124244,32551,0,0,144576,127818,0,0,20163,10329,0,0,0,0,0,0,0,0,0,284,11,0,0,18325737,7762127,599742,1
2021-07-22,13034,25,8436,142052,2589,9648,2653,733,0,1775,864,9161,878,747,1028,864,3538,2743,1721,1159,589,216,73,78947,76042,40521,14650,38491,433,1873,2306,321,1344,1665,11286,1140,17754,1013,1005,2018,1403,1591,832,1373,63,386,755,1,344,1421,13,343580,176984,0,0,520564,626,204,0,0,11,5,0,11192852,5247316,0,0,16440153,14354,3662,0,0,246,154,0,170602,33419,0,0,152340,132829,0,0,20606,10714,0,0,1,0,0,0,0,0,0,31,22,0,0,19261749,8155914,654713,1
2021-07-23,15573,32,10094,147387,2214,11442,3342,789,0,2028,1081,10948,1122,849,1179,1081,4326,3263,2039,1320,762,274,86,75750,80693,40600,14869,38546,474,2071,2545,353,1572,1925,11398,1263,18050,1017,1025,2042,1414,1621,798,1356,63,439,739,2,330,1369,19,314845,164712,0,0,479557,586,277,0,0,9,1,0,11507697,5412028,0,0,16919710,14940,3939,0,0,255,155,0,148873,31862,0,0,146200,122107,0,0,19739,10685,0,0,0,0,0,0,0,0,0,33,58,0,0,19515603,8187698,660021,1
2021-07-24,15902,26,9471,153634,2922,11668,3454,780,0,2007,962,11395,1257,807,1200,962,4504,3450,2004,1437,854,315,88,66923,71071,40577,15047,38523,390,1897,2287,323,1414,1737,11783,1159,17068,1017,1025,2042,1404,1635,816,1399,0,392,800,3,346,1445,18,296130,137719,0,0,433849,1051,196,0,0,15,2,0,11803827,5549747,0,0,17353559,15991,4135,0,0,270,157,0,148740,26970,0,0,129766,101545,0,0,17575,9142,0,0,0,0,0,0,0,0,0,49,62,0,0,18427529,7798119,611803,1
2021-07-25,17045,6,9683,160904,3134,12517,3618,910,0,2068,1045,12076,1074,860,1208,1045,4629,3715,2340,1392,747,255,72,52772,67047,40577,15090,38523,397,1982,2379,314,1248,1562,12022,1197,17376,1017,1025,2042,1404,1638,817,1438,80,390,801,9,309,1476,18,292629,125179,0,0,417808,851,121,0,0,10,3,0,12096456,5674926,0,0,17771367,16842,4256,0,0,280,160,0,138221,26969,0,0,136239,87794,0,0,18137,10334,0,0,0,0,0,0,0,0,0,32,82,0,0,16006719,7058597,484348,0
2021-07-26,14516,3,9371,165842,2902,11040,2767,709,0,1948,932,9783,897,816,1132,932,3865,2909,1772,1237,597,232,68,91232,57971,41106,15257,39037,393,1793,2186,271,1475,1746,12247,1208,17748,1032,1025,2057,1412,1653,820,1354,71,461,786,3,330,1478,20,343007,195808,0,0,538815,704,232,0,0,14,5,0,12439463,5870734,0,0,18310182,17546,4488,0,0,294,165,0,191838,35660,0,0,132928,147128,0,0,18176,12974,0,0,0,0,0,0,0,0,0,65,46,0,0,19418579,8270676,698490,1
2021-07-27,16117,26,11526,170226,2958,11652,3539,926,0,2152,1148,11432,1105,889,1263,1148,4411,3464,2168,1389,753,279,73,84147,70425,41106,15512,39062,450,2177,2627,321,1757,2078,12375,1159,17370,1008,1024,2032,1406,1652,831,1362,64,457,781,5,359,1539,26,366816,206056,0,0,572872,816,201,0,0,11,2,0,12806279,6076790,0,0,18883054,18362,4689,0,0,305,167,0,214350,38741,0,0,134001,154290,0,0,18364,13000,0,0,0,0,0,0,0,0,0,101,25,0,0,19622551,8321997,703577,1
2021-07-28,17405,6,12373,175115,2951,12145,4156,1104,0,2402,1182,12025,1231,955,1447,1182,4598,3631,2224,1572,860,271,100,77798,73500,41106,15904,39058,425,1920,2345,354,1493,1847,12460,1231,17734,1008,1028,2036,1410,1652,832,1477,62,431,838,2,337,1527,34,375720,207406,0,0,583126,832,216,0,0,17,0,0,13182001,6284196,0,0,19466180,19194,4905,0,0,322,167,0,206170,39059,0,0,157331,154718,0,0,12111,13606,0,0,0,0,0,0,2,0,0,108,21,0,0,19831246,8395305,707881,0
2021-07-29,17170,32,12930,179181,2423,11875,4188,1107,0,2383,1140,12206,1090,1025,1358,1140,4960,3556,2259,1431,743,261,86,79001,80399,41106,15967,39052,431,2030,2461,356,1607,1963,12829,1153,17327,1011,1031,2042,1404,1659,844,1494,50,384,841,3,339,1435,28,363346,218787,0,0,582133,881,210,0,0,23,3,0,13545351,6502983,0,0,20048313,20076,5115,0,0,345,170,0,213035,42109,0,0,136400,163511,0,0,13855,13119,0,0,0,0,0,0,4,0,0,56,44,0,0,19396863,8279150,700583,0
2021-07-30,16840,17,12179,183708,3075,11553,4164,1123,0,2262,1178,11664,1108,919,1343,1178,4596,3543,2137,1388,712,298,98,72807,81791,41106,16235,38997,420,2198,2618,285,1648,1933,12919,1260,16782,1029,1070,2099,1481,1651,861,1538,51,354,901,2,360,1479,58,333244,203247,0,0,536491,844,315,0,0,15,0,0,13878595,6706230,0,0,20584804,20920,5430,0,0,360,170,0,168947,42864,0,0,149128,147312,0,0,15074,13057,0,0,1,0,0,0,0,0,0,94,14,0,0,18904504,8092181,652522,1
2021-07-31,17786,9,11718,189611,3046,12099,4440,1247,0,2646,1352,12260,1186,1042,1604,1352,4856,3690,2285,1429,781,292,113,63316,72897,41156,16307,39043,398,2189,2587,321,1443,1764,13500,1218,16501,1029,1074,2103,1485,1651,861,1462,15,500,869,2,299,1551,33,336809,207752,0,0,544561,1020,336,0,0,35,3,0,14215405,6913982,0,0,21129365,21940,5766,0,0,395,173,0,170732,49441,0,0,151171,145371,0,0,14402,12917,0,0,0,0,0,0,1,0,0,504,22,0,0,18999684,7930202,605033,0
2021-08-01,17150,1,11326,195275,3000,11255,4710,1185,0,2468,1274,11731,1258,981,1487,1274,4489,3610,2188,1444,845,296,117,52108,54732,41156,16440,39043,322,2113,2435,264,1483,1747,13510,1197,16556,1029,1074,2103,1485,1651,861,1423,51,410,872,4,354,1591,31,310766,185732,0,0,496498,649,267,0,0,21,1,0,14526173,7099714,0,0,21625863,22589,6033,0,0,416,174,0,156484,48818,0,0,141511,124003,0,0,12720,12896,0,0,0,0,0,0,2,0,0,51,13,0,0,16745940,7216699,476980,0
2021-08-02,15764,6,11767,199053,2625,10315,4317,1132,0,2216,1130,10783,1072,871,1345,1130,4296,3295,1896,1296,723,256,93,89014,57262,41156,16594,39042,433,2140,2573,354,1753,2107,13636,1149,15233,1023,1081,2104,1487,1651,861,1451,50,396,898,2,316,1576,51,237175,252423,0,0,489598,731,348,0,0,13,2,0,14763348,7352137,0,0,22115461,23320,6381,0,0,429,176,0,157361,71497,0,0,75758,167794,0,0,4044,13031,0,0,0,0,0,0,0,0,0,12,101,0,0,19955687,8389175,699644,1
2021-08-03,17105,37,12297,203666,2400,11010,4751,1344,0,2424,1239,11777,1192,986,1438,1239,4656,3392,2207,1522,781,299,112,85565,84915,41233,16872,39092,404,2207,2611,337,1821,2158,13461,1158,15675,1034,1097,2131,1511,1663,877,1460,47,385,898,2,316,1628,21,254195,251032,0,0,505227,860,395,0,0,16,4,0,15017544,7603169,0,0,22620688,24180,6776,0,0,445,180,0,179819,68045,0,0,70163,169669,0,0,4091,13240,0,0,0,0,0,0,1,0,0,122,77,0,0,20056135,8428884,706107,1
2021-08-04,19819,23,12704,210524,2953,12681,5585,1553,0,2737,1380,13795,1359,1142,1595,1380,5288,4312,2511,1684,941,296,122,83348,74537,41255,16989,39108,462,2420,2882,345,1733,2078,13972,1158,16137,1038,1099,2137,1513,1663,877,1484,50,406,910,2,317,1653,22,243097,273694,0,0,516791,731,494,0,0,15,5,0,15260642,7876863,0,0,23137479,24911,7270,0,0,460,185,0,179762,78808,0,0,58945,181114,0,0,4373,13683,0,0,0,0,0,0,1,0,0,17,88,0,0,19966088,8414552,708624,1
2021-08-05,20596,34,13893,217063,3084,12260,6610,1726,0,2601,1388,14699,1350,1070,1531,1388,5690,4401,2829,1779,905,344,101,83060,71326,41255,17244,39111,518,2144,2662,359,1879,2238,13962,1176,16424,1049,1085,2134,1519,1668,887,1462,0,382,914,0,304,1584,29,236184,303187,0,0,539371,715,523,0,0,22,4,0,15496827,8180050,0,0,23676850,25626,7793,0,0,482,189,0,165051,99304,0,0,66711,190154,0,0,4313,13706,0,0,0,0,0,0,1,0,0,109,22,0,0,19975283,8417547,707028,1
2021-08-06,20889,13,16394,221398,2657,12084,6956,1849,0,2716,1331,14859,1364,1095,1621,1331,5679,4600,2855,1725,919,333,112,79737,77875,41461,17413,39317,492,2695,3187,402,2079,2481,14049,1176,16276,1049,1085,2134,1519,1668,887,1491,58,407,932,2,308,1632,32,205541,266155,0,0,471696,572,610,0,0,13,4,0,15702369,8446205,0,0,24148546,26198,8403,0,0,495,193,0,125903,93356,0,0,65141,157913,0,0,14477,14866,0,0,0,0,0,0,1,0,0,20,19,0,0,20112071,8385104,671537,0
2021-08-07,19257,16,16322,224123,2771,11158,6376,1723,0,2505,1383,13341,1433,1025,1480,1383,5074,4025,2601,1641,925,384,124,71554,73395,41461,17432,39312,450,2249,2699,359,1857,2216,14071,1066,15992,1050,1089,2139,1528,1673,892,1521,59,420,964,1,327,1669,22,205100,247478,0,0,452578,652,761,0,0,13,10,0,15907470,8693683,0,0,24601124,26850,9164,0,0,508,203,0,110256,89149,0,0,72477,143732,0,0,22309,14564,0,0,0,0,0,0,1,0,0,58,32,0,0,19728486,8117127,612399,0
2021-08-08,18688,10,17055,225396,2585,10973,5982,1733,0,2505,1340,13078,1381,973,1532,1340,5128,3958,2412,1580,929,331,121,59401,63659,41461,17479,39295,415,2104,2519,277,1519,1796,14281,1162,15987,1063,1093,2156,1545,1679,902,1509,58,396,913,8,314,1646,24,172445,239837,0,0,412282,506,582,0,0,10,2,0,16079916,8933520,0,0,25013406,27356,9746,0,0,518,205,0,79993,93807,0,0,68417,131940,0,0,24014,14073,0,0,0,0,0,0,1,0,0,21,16,0,0,16787679,7264728,480890,0
2021-08-09,17236,29,15187,227233,2392,9999,5578,1659,0,2300,1209,11882,1182,912,1388,1209,4568,3568,2262,1484,784,276,122,96021,57541,41533,17634,39359,444,2076,2520,282,1720,2002,14070,1178,15903,1063,1101,2164,1553,1688,903,1537,57,427,900,1,331,1671,18,203675,285056,0,0,488731,528,550,0,0,17,8,0,16283595,9218576,0,0,25502137,27884,10296,0,0,535,213,0,98963,128755,0,0,66888,136500,0,0,37755,19759,0,0,0,0,0,0,4,0,0,69,38,0,0,20179181,8473013,701593,1
2021-08-10,19991,0,16258,230765,2866,11444,6616,1931,0,2680,1456,13501,1458,1094,1586,1456,5230,3987,2572,1712,954,369,135,64900,79665,41493,17780,39311,484,2595,3079,308,1821,2129,14169,1244,15878,1067,1105,2172,1561,1688,903,1593,55,412,888,6,365,1679,27,177247,202024,0,0,379271,1084,232,0,0,30,8,0,16460844,9420600,0,0,25881408,28968,10528,0,0,565,221,0,77106,69986,0,0,65573,113495,0,0,34551,18164,0,0,0,0,0,0,2,0,0,17,377,0,0,17334940,7497140,574642,1
2021-08-11,20780,15,17973,233361,2659,12080,6611,2089,0,2889,1454,14537,1424,1113,1776,1454,5484,4454,2806,1793,948,363,113,95214,75278,41550,17857,39368,455,2473,2928,252,1819,2071,14365,1314,16693,1067,1105,2172,1561,1688,903,1489,58,431,879,4,354,1653,20,245288,275048,0,0,520336,922,634,0,0,32,7,0,16706137,9695648,0,0,26401744,29890,11162,0,0,597,228,0,101632,122882,0,0,99968,136405,0,0,43683,15701,0,0,0,0,0,0,5,0,0,5,55,0,0,19886866,8462701,714735,1
2021-08-12,21668,58,17687,237024,2544,12208,7016,2444,0,2923,1507,15101,1524,1207,1716,1507,5951,4580,2727,1843,991,392,141,93458,87780,41557,17974,39371,494,2370,2864,293,1663,1956,14142,1330,16762,1069,1107,2176,1561,1729,915,1524,2,416,878,1,339,1609,44,218728,334331,0,0,553059,765,499,0,0,22,10,0,16924867,10029979,0,0,26954803,30655,11661,0,0,619,238,0,85252,166549,0,0,95954,146371,0,0,37465,21361,0,0,0,0,0,0,2,0,0,57,48,0,0,19614148,8402830,709842,0
2021-08-13,21468,25,17025,241190,2692,11824,7219,2425,0,2674,1433,14673,1593,1020,1654,1433,5632,4431,2754,1856,1017,397,179,84595,83098,42159,18262,39942,473,2380,2853,308,2061,2369,14456,1292,16718,1069,1132,2201,1584,1732,916,1479,55,446,875,7,358,1579,85,186163,311620,0,0,497783,934,502,0,0,31,11,0,17111032,10341599,0,0,27452586,31589,12163,0,0,650,249,0,55443,145014,0,0,105204,142322,0,0,25492,24118,0,0,0,0,0,0,2,0,0,24,164,0,0,19073947,8198185,668845,0
2021-08-14,20670,8,17655,243945,2402,11427,6841,2402,0,2734,1467,14295,1551,1101,1633,1467,5463,4314,2681,1837,1020,382,149,76484,79937,42572,18366,40336,415,2163,2578,257,1806,2063,14470,1342,15893,1088,1132,2220,1586,1746,924,1455,60,448,884,4,319,1525,135,181767,290013,0,0,471780,798,910,0,0,24,13,0,17292799,10631612,0,0,27924366,32387,13073,0,0,674,262,0,40810,144523,0,0,115074,125025,0,0,25761,20430,0,0,0,0,0,0,0,0,0,122,35,0,0,18433351,7888197,612248,0
2021-08-15,20546,14,16945,247264,2600,11189,6863,2494,0,2963,1507,14238,1370,1138,1825,1507,5525,4319,2742,1652,912,334,124,63849,71181,42572,18486,40371,434,2243,2677,325,1486,1811,14472,1218,17047,1045,1140,2185,1582,1756,924,1432,63,439,899,7,358,1463,185,158706,282059,0,0,440765,682,683,0,0,32,8,0,17451506,10913671,0,0,28365131,33069,13756,0,0,706,270,0,35457,130615,0,0,103977,130118,0,0,18915,21290,0,0,0,0,0,0,1,0,0,357,35,0,0,15778774,7066182,474918,0
2021-08-16,19740,19,17450,249280,3058,10590,6447,2703,0,2780,1372,13518,1357,1035,1745,1372,5247,4184,2452,1635,865,347,145,96219,63938,42572,18598,40371,467,1996,2463,373,1504,1877,14753,1328,16787,1045,1140,2185,1589,1756,924,1430,57,468,889,3,328,1545,138,191494,335716,0,0,527210,1133,566,0,0,24,11,0,17643000,11249387,0,0,28892341,34202,14322,0,0,730,281,0,39501,180820,0,0,131839,129624,0,0,20095,25199,0,0,0,0,0,0,0,0,0,59,73,0,0,19261760,8340927,713559,0
2021-08-17,19631,7,16467,252151,2265,10674,6212,2745,0,2816,1424,13425,1442,1113,1703,1424,5107,4208,2503,1607,925,373,144,89409,89546,42572,18540,40370,449,2329,2778,325,1868,2193,14338,1324,16238,1038,1148,2186,1592,1756,924,1514,5,477,877,2,303,1537,153,199564,350653,0,0,550217,890,685,0,0,37,10,0,17842568,11600040,0,0,29442558,35092,15007,0,0,767,291,0,36159,198158,0,0,143756,128525,0,0,19594,23895,0,0,0,0,0,0,4,0,0,55,71,0,0,19294421,8356638,721257,1
2021-08-18,22242,4,19680,254488,2878,11857,7174,3211,0,2988,1624,15125,1584,1214,1774,1624,5694,4639,2918,1874,1034,404,146,88829,82821,42683,18580,40518,455,2458,2913,355,2001,2356,14308,1292,17324,998,1151,2149,1565,1762,944,1457,67,475,871,4,331,1562,155,207682,365299,0,0,572981,1001,651,0,0,27,19,0,18050254,11965339,0,0,30015539,36094,15658,0,0,794,310,0,33029,187558,0,0,155253,153877,0,0,19311,23825,0,0,0,0,0,0,4,0,0,89,35,0,0,19061919,8334637,725223,1
2021-08-19,22948,9,21720,255538,2343,12451,7175,3322,0,3035,1665,16065,1647,1254,1781,1665,6342,4770,3014,1939,1050,457,140,81565,90293,42656,18650,40471,524,2153,2677,326,1749,2075,14181,1303,17395,998,1171,2169,1575,1764,945,1454,8,422,847,30,297,1542,214,197407,352519,0,0,549926,875,731,0,0,28,16,0,18247664,12317858,0,0,30565465,36969,16389,0,0,822,326,0,37421,191259,0,0,141405,136076,0,0,18567,25113,0,0,0,0,0,0,3,0,0,14,68,0,0,20701548,8669392,732750,1
